Buy Price (Avg Price ($/kWh) from energyonline.com - year 2020 - CAISO),Sell Price (0.8 * Avg Price ($/kWh)),Emissions (lb CO2e/kWh) from WattTime for 2020 - Civic Center @ SF,Demand Charge
1.81E-02,1.45E-02,0.935762626,14.71
1.78E-02,1.43E-02,0.946286616,14.71
1.62E-02,1.30E-02,0.962098485,14.71
1.90E-02,1.52E-02,0.983621212,14.71
2.09E-02,1.67E-02,0.769861111,14.71
1.15E-02,9.18E-03,0.551049242,14.71
1.27E-02,1.02E-02,0.395131313,14.71
1.45E-02,1.16E-02,0.444290404,14.71
1.82E-02,1.45E-02,0.515128788,14.71
1.67E-02,1.33E-02,0.574597222,14.71
2.02E-02,1.62E-02,0.583382576,14.71
2.39E-02,1.91E-02,0.62794697,14.71
1.11E-01,8.90E-02,0.686609848,14.71
2.59E-02,2.07E-02,0.678208333,14.71
2.91E-02,2.33E-02,0.698457071,14.71
2.78E-02,2.22E-02,0.731808081,14.71
4.03E-01,3.22E-01,0.840683081,14.71
3.76E-02,3.01E-02,0.957123737,14.71
3.36E-02,2.69E-02,0.966040404,14.71
2.92E-02,2.34E-02,0.947190657,14.71
2.51E-02,2.01E-02,0.941200758,14.71
2.07E-02,1.65E-02,0.933356061,14.71
1.90E-02,1.52E-02,0.927484568,14.71
1.92E-02,1.54E-02,0.91632716,14.71
1.95E-02,1.56E-02,0.93729321,14.71
2.04E-02,1.63E-02,0.949679012,14.71
2.00E-02,1.60E-02,0.962166667,14.71
2.15E-02,1.72E-02,1.007175926,14.71
1.99E-02,1.59E-02,0.698700617,14.71
1.29E-02,1.03E-02,0.406799383,14.71
1.80E-02,1.44E-02,0.162737654,14.71
2.27E-02,1.81E-02,0.247395062,14.71
2.81E-02,2.25E-02,0.320243827,14.71
2.91E-02,2.33E-02,0.397737654,14.71
3.38E-02,2.71E-02,0.497262346,14.71
3.40E-02,2.72E-02,0.617898148,14.71
2.90E-02,2.32E-02,0.608824074,14.71
2.92E-02,2.33E-02,0.648268519,14.71
3.80E-02,3.04E-02,0.630308642,14.71
3.54E-02,2.84E-02,0.680354938,14.71
9.54E-02,7.63E-02,0.814503086,14.71
8.77E-01,7.02E-01,0.956432099,14.71
3.28E-02,2.62E-02,0.955296296,14.71
2.95E-02,2.36E-02,0.934530864,14.71
2.20E-02,1.76E-02,0.932475309,14.71
2.38E-02,1.91E-02,0.930864198,14.71
1.89E-02,1.51E-02,0.927484568,14.71
2.07E-02,1.66E-02,0.91632716,14.71
2.04E-02,1.63E-02,0.93729321,14.71
1.92E-02,1.54E-02,0.949679012,14.71
1.64E-02,1.31E-02,0.962166667,14.71
1.46E-02,1.17E-02,1.007175926,14.71
1.31E-02,1.04E-02,0.698700617,14.71
-4.66E-06,-3.73E-06,0.406799383,14.71
1.14E-02,9.14E-03,0.162737654,14.71
1.87E-02,1.50E-02,0.247395062,14.71
2.13E-02,1.70E-02,0.320243827,14.71
2.50E-02,2.00E-02,0.397737654,14.71
2.38E-02,1.90E-02,0.497262346,14.71
2.67E-02,2.13E-02,0.617898148,14.71
3.11E-02,2.48E-02,0.608824074,14.71
2.95E-02,2.36E-02,0.648268519,14.71
3.03E-02,2.43E-02,0.630308642,14.71
3.48E-02,2.79E-02,0.680354938,14.71
4.30E-02,3.44E-02,0.814503086,14.71
3.68E-02,2.95E-02,0.956432099,14.71
3.50E-02,2.80E-02,0.955296296,14.71
2.63E-02,2.11E-02,0.934530864,14.71
2.38E-02,1.90E-02,0.932475309,14.71
2.54E-02,2.03E-02,0.930864198,14.71
2.49E-02,1.99E-02,0.920247475,14.71
2.67E-02,2.14E-02,0.919039141,14.71
2.01E-02,1.61E-02,0.935762626,14.71
1.88E-02,1.51E-02,0.946286616,14.71
1.96E-02,1.57E-02,0.962098485,14.71
2.31E-02,1.85E-02,0.983621212,14.71
2.53E-02,2.02E-02,0.769861111,14.71
1.40E-02,1.12E-02,0.551049242,14.71
1.96E-02,1.56E-02,0.395131313,14.71
1.89E-02,1.51E-02,0.444290404,14.71
1.99E-02,1.60E-02,0.515128788,14.71
2.33E-02,1.87E-02,0.574597222,14.71
2.50E-02,2.00E-02,0.583382576,14.71
2.14E-02,1.71E-02,0.62794697,14.71
1.91E-02,1.53E-02,0.686609848,14.71
2.19E-02,1.76E-02,0.678208333,14.71
2.02E-02,1.61E-02,0.698457071,14.71
2.25E-02,1.80E-02,0.731808081,14.71
2.94E-02,2.35E-02,0.840683081,14.71
2.49E-02,1.99E-02,0.957123737,14.71
2.56E-02,2.05E-02,0.966040404,14.71
2.22E-02,1.78E-02,0.947190657,14.71
2.15E-02,1.72E-02,0.941200758,14.71
2.22E-02,1.78E-02,0.933356061,14.71
2.11E-02,1.69E-02,0.920247475,14.71
1.74E-02,1.39E-02,0.919039141,14.71
2.40E-02,1.92E-02,0.935762626,14.71
2.06E-02,1.64E-02,0.946286616,14.71
2.17E-02,1.74E-02,0.962098485,14.71
2.48E-02,1.98E-02,0.983621212,14.71
2.73E-02,2.19E-02,0.769861111,14.71
1.13E-02,9.08E-03,0.551049242,14.71
1.58E-02,1.26E-02,0.395131313,14.71
1.54E-02,1.23E-02,0.444290404,14.71
1.65E-02,1.32E-02,0.515128788,14.71
2.00E-02,1.60E-02,0.574597222,14.71
1.92E-02,1.54E-02,0.583382576,14.71
1.75E-02,1.40E-02,0.62794697,14.71
2.02E-02,1.61E-02,0.686609848,14.71
2.05E-02,1.64E-02,0.678208333,14.71
1.91E-02,1.52E-02,0.698457071,14.71
2.10E-02,1.68E-02,0.731808081,14.71
2.59E-02,2.07E-02,0.840683081,14.71
2.78E-02,2.22E-02,0.957123737,14.71
2.98E-02,2.38E-02,0.966040404,14.71
2.17E-02,1.73E-02,0.947190657,14.71
2.29E-02,1.83E-02,0.941200758,14.71
2.11E-02,1.69E-02,0.933356061,14.71
1.81E-02,1.45E-02,0.920247475,14.71
1.76E-02,1.41E-02,0.919039141,14.71
1.77E-02,1.42E-02,0.935762626,14.71
1.68E-02,1.35E-02,0.946286616,14.71
1.93E-02,1.55E-02,0.962098485,14.71
2.18E-02,1.75E-02,0.983621212,14.71
2.15E-02,1.72E-02,0.769861111,14.71
1.18E-02,9.47E-03,0.551049242,14.71
1.21E-02,9.72E-03,0.395131313,14.71
1.37E-02,1.09E-02,0.444290404,14.71
1.52E-02,1.22E-02,0.515128788,14.71
1.57E-02,1.25E-02,0.574597222,14.71
1.55E-02,1.24E-02,0.583382576,14.71
2.00E-02,1.60E-02,0.62794697,14.71
1.55E-02,1.24E-02,0.686609848,14.71
1.67E-02,1.34E-02,0.678208333,14.71
1.64E-02,1.31E-02,0.698457071,14.71
2.10E-02,1.68E-02,0.731808081,14.71
2.57E-02,2.06E-02,0.840683081,14.71
2.36E-02,1.89E-02,0.957123737,14.71
4.51E-02,3.61E-02,0.966040404,14.71
2.39E-02,1.91E-02,0.947190657,14.71
2.09E-02,1.67E-02,0.941200758,14.71
2.23E-02,1.78E-02,0.933356061,14.71
1.68E-02,1.35E-02,0.920247475,14.71
1.56E-02,1.25E-02,0.919039141,14.71
1.51E-02,1.21E-02,0.935762626,14.71
1.60E-02,1.28E-02,0.946286616,14.71
1.47E-02,1.17E-02,0.962098485,14.71
2.03E-02,1.62E-02,0.983621212,14.71
2.17E-02,1.73E-02,0.769861111,14.71
1.24E-02,9.93E-03,0.551049242,14.71
1.28E-02,1.02E-02,0.395131313,14.71
1.30E-02,1.04E-02,0.444290404,14.71
1.27E-02,1.02E-02,0.515128788,14.71
1.56E-02,1.24E-02,0.574597222,14.71
1.54E-02,1.23E-02,0.583382576,14.71
1.61E-02,1.29E-02,0.62794697,14.71
1.58E-02,1.27E-02,0.686609848,14.71
1.60E-02,1.28E-02,0.678208333,14.71
1.35E-02,1.08E-02,0.698457071,14.71
1.39E-02,1.11E-02,0.731808081,14.71
2.35E-02,1.88E-02,0.840683081,14.71
2.33E-02,1.86E-02,0.957123737,14.71
2.20E-02,1.76E-02,0.966040404,14.71
2.01E-02,1.61E-02,0.947190657,14.71
1.76E-02,1.41E-02,0.941200758,14.71
1.03E-02,8.25E-03,0.933356061,14.71
1.89E-02,1.51E-02,0.920247475,14.71
1.75E-02,1.40E-02,0.919039141,14.71
2.11E-02,1.69E-02,0.935762626,14.71
1.79E-02,1.43E-02,0.946286616,14.71
1.88E-02,1.50E-02,0.962098485,14.71
2.66E-02,2.13E-02,0.983621212,14.71
2.25E-02,1.80E-02,0.769861111,14.71
1.23E-02,9.86E-03,0.551049242,14.71
1.27E-02,1.02E-02,0.395131313,14.71
1.29E-02,1.03E-02,0.444290404,14.71
1.34E-02,1.07E-02,0.515128788,14.71
1.54E-02,1.23E-02,0.574597222,14.71
1.57E-02,1.25E-02,0.583382576,14.71
1.73E-02,1.39E-02,0.62794697,14.71
1.29E-02,1.03E-02,0.686609848,14.71
1.70E-02,1.36E-02,0.678208333,14.71
2.08E-02,1.66E-02,0.698457071,14.71
2.83E-02,2.26E-02,0.731808081,14.71
2.88E-02,2.31E-02,0.840683081,14.71
2.63E-02,2.10E-02,0.957123737,14.71
2.58E-02,2.07E-02,0.966040404,14.71
2.29E-02,1.83E-02,0.947190657,14.71
2.48E-02,1.98E-02,0.941200758,14.71
2.09E-02,1.67E-02,0.933356061,14.71
2.24E-02,1.79E-02,0.927484568,14.71
2.28E-02,1.82E-02,0.91632716,14.71
2.39E-02,1.91E-02,0.93729321,14.71
2.13E-02,1.70E-02,0.949679012,14.71
2.04E-02,1.63E-02,0.962166667,14.71
2.17E-02,1.73E-02,1.007175926,14.71
1.04E-02,8.30E-03,0.698700617,14.71
1.72E-02,1.37E-02,0.406799383,14.71
1.73E-02,1.38E-02,0.162737654,14.71
1.54E-02,1.23E-02,0.247395062,14.71
1.97E-02,1.58E-02,0.320243827,14.71
2.17E-02,1.74E-02,0.397737654,14.71
1.96E-02,1.56E-02,0.497262346,14.71
2.91E-02,2.33E-02,0.617898148,14.71
2.21E-02,1.77E-02,0.608824074,14.71
2.28E-02,1.82E-02,0.648268519,14.71
2.15E-02,1.72E-02,0.630308642,14.71
2.99E-02,2.39E-02,0.680354938,14.71
2.81E-02,2.25E-02,0.814503086,14.71
2.58E-02,2.06E-02,0.956432099,14.71
2.24E-02,1.79E-02,0.955296296,14.71
2.23E-02,1.79E-02,0.934530864,14.71
1.83E-02,1.46E-02,0.932475309,14.71
2.20E-02,1.76E-02,0.930864198,14.71
1.94E-02,1.55E-02,0.927484568,14.71
1.90E-02,1.52E-02,0.91632716,14.71
1.86E-02,1.49E-02,0.93729321,14.71
1.96E-02,1.57E-02,0.949679012,14.71
2.11E-02,1.69E-02,0.962166667,14.71
1.55E-02,1.24E-02,1.007175926,14.71
1.23E-02,9.86E-03,0.698700617,14.71
1.00E-02,8.02E-03,0.406799383,14.71
1.07E-02,8.52E-03,0.162737654,14.71
1.46E-02,1.17E-02,0.247395062,14.71
1.61E-02,1.29E-02,0.320243827,14.71
1.87E-02,1.50E-02,0.397737654,14.71
1.54E-02,1.23E-02,0.497262346,14.71
1.63E-02,1.31E-02,0.617898148,14.71
1.86E-02,1.49E-02,0.608824074,14.71
1.89E-02,1.51E-02,0.648268519,14.71
1.81E-02,1.44E-02,0.630308642,14.71
2.15E-02,1.72E-02,0.680354938,14.71
2.51E-02,2.01E-02,0.814503086,14.71
2.36E-02,1.89E-02,0.956432099,14.71
2.30E-02,1.84E-02,0.955296296,14.71
2.28E-02,1.82E-02,0.934530864,14.71
1.85E-02,1.48E-02,0.932475309,14.71
1.89E-02,1.51E-02,0.930864198,14.71
1.66E-02,1.33E-02,0.920247475,14.71
1.46E-02,1.17E-02,0.919039141,14.71
1.40E-02,1.12E-02,0.935762626,14.71
1.43E-02,1.15E-02,0.946286616,14.71
1.93E-02,1.55E-02,0.962098485,14.71
2.38E-02,1.90E-02,0.983621212,14.71
1.84E-02,1.47E-02,0.769861111,14.71
1.35E-02,1.08E-02,0.551049242,14.71
1.46E-02,1.17E-02,0.395131313,14.71
1.30E-02,1.04E-02,0.444290404,14.71
1.66E-02,1.33E-02,0.515128788,14.71
8.19E-04,6.55E-04,0.574597222,14.71
2.56E-03,2.05E-03,0.583382576,14.71
4.92E-03,3.94E-03,0.62794697,14.71
9.51E-03,7.60E-03,0.686609848,14.71
1.33E-02,1.07E-02,0.678208333,14.71
2.33E-02,1.86E-02,0.698457071,14.71
2.75E-02,2.20E-02,0.731808081,14.71
2.93E-02,2.34E-02,0.840683081,14.71
3.00E-02,2.40E-02,0.957123737,14.71
2.34E-02,1.88E-02,0.966040404,14.71
2.73E-02,2.18E-02,0.947190657,14.71
1.79E-02,1.43E-02,0.941200758,14.71
2.15E-02,1.72E-02,0.933356061,14.71
1.84E-02,1.47E-02,0.920247475,14.71
1.98E-02,1.58E-02,0.919039141,14.71
2.17E-02,1.73E-02,0.935762626,14.71
1.84E-02,1.47E-02,0.946286616,14.71
2.97E-02,2.38E-02,0.962098485,14.71
2.32E-02,1.85E-02,0.983621212,14.71
1.68E-02,1.35E-02,0.769861111,14.71
1.80E-02,1.44E-02,0.551049242,14.71
1.88E-02,1.50E-02,0.395131313,14.71
1.93E-02,1.54E-02,0.444290404,14.71
2.03E-02,1.62E-02,0.515128788,14.71
2.56E-02,2.05E-02,0.574597222,14.71
3.22E-03,2.57E-03,0.583382576,14.71
1.95E-02,1.56E-02,0.62794697,14.71
2.55E-02,2.04E-02,0.686609848,14.71
2.36E-02,1.89E-02,0.678208333,14.71
2.08E-02,1.67E-02,0.698457071,14.71
2.75E-02,2.20E-02,0.731808081,14.71
2.53E-02,2.03E-02,0.840683081,14.71
2.57E-02,2.05E-02,0.957123737,14.71
2.42E-02,1.93E-02,0.966040404,14.71
2.25E-02,1.80E-02,0.947190657,14.71
1.79E-02,1.43E-02,0.941200758,14.71
2.01E-02,1.61E-02,0.933356061,14.71
1.75E-02,1.40E-02,0.920247475,14.71
1.82E-02,1.46E-02,0.919039141,14.71
1.97E-02,1.57E-02,0.935762626,14.71
2.16E-02,1.73E-02,0.946286616,14.71
2.56E-02,2.05E-02,0.962098485,14.71
2.50E-02,2.00E-02,0.983621212,14.71
1.51E-02,1.21E-02,0.769861111,14.71
1.49E-02,1.19E-02,0.551049242,14.71
1.43E-02,1.14E-02,0.395131313,14.71
1.38E-02,1.11E-02,0.444290404,14.71
1.04E-02,8.31E-03,0.515128788,14.71
1.40E-02,1.12E-02,0.574597222,14.71
1.62E-02,1.30E-02,0.583382576,14.71
1.62E-02,1.29E-02,0.62794697,14.71
1.86E-02,1.49E-02,0.686609848,14.71
1.70E-02,1.36E-02,0.678208333,14.71
1.96E-02,1.57E-02,0.698457071,14.71
3.08E-02,2.46E-02,0.731808081,14.71
3.15E-02,2.52E-02,0.840683081,14.71
3.25E-02,2.60E-02,0.957123737,14.71
2.30E-02,1.84E-02,0.966040404,14.71
1.95E-02,1.56E-02,0.947190657,14.71
2.14E-02,1.71E-02,0.941200758,14.71
2.15E-02,1.72E-02,0.933356061,14.71
1.83E-02,1.46E-02,0.920247475,14.71
1.93E-02,1.54E-02,0.919039141,14.71
1.71E-02,1.37E-02,0.935762626,14.71
1.98E-02,1.58E-02,0.946286616,14.71
2.52E-02,2.01E-02,0.962098485,14.71
2.22E-02,1.78E-02,0.983621212,14.71
1.58E-02,1.26E-02,0.769861111,14.71
1.42E-02,1.14E-02,0.551049242,14.71
1.75E-02,1.40E-02,0.395131313,14.71
1.58E-02,1.26E-02,0.444290404,14.71
1.40E-02,1.12E-02,0.515128788,14.71
1.34E-02,1.07E-02,0.574597222,14.71
1.43E-02,1.15E-02,0.583382576,14.71
1.43E-02,1.15E-02,0.62794697,14.71
1.45E-02,1.16E-02,0.686609848,14.71
1.73E-02,1.38E-02,0.678208333,14.71
1.88E-02,1.50E-02,0.698457071,14.71
2.99E-02,2.39E-02,0.731808081,14.71
2.60E-02,2.08E-02,0.840683081,14.71
3.26E-02,2.61E-02,0.957123737,14.71
2.37E-02,1.90E-02,0.966040404,14.71
2.25E-02,1.80E-02,0.947190657,14.71
1.36E-02,1.09E-02,0.941200758,14.71
2.14E-02,1.71E-02,0.933356061,14.71
1.51E-02,1.21E-02,0.920247475,14.71
1.72E-02,1.38E-02,0.919039141,14.71
1.60E-02,1.28E-02,0.935762626,14.71
1.58E-02,1.26E-02,0.946286616,14.71
3.19E-02,2.55E-02,0.962098485,14.71
2.67E-02,2.13E-02,0.983621212,14.71
1.28E-02,1.02E-02,0.769861111,14.71
1.38E-02,1.10E-02,0.551049242,14.71
1.23E-02,9.84E-03,0.395131313,14.71
1.33E-02,1.07E-02,0.444290404,14.71
1.53E-02,1.22E-02,0.515128788,14.71
1.77E-02,1.42E-02,0.574597222,14.71
1.68E-02,1.34E-02,0.583382576,14.71
1.79E-02,1.43E-02,0.62794697,14.71
3.74E-02,2.99E-02,0.686609848,14.71
1.89E-02,1.51E-02,0.678208333,14.71
2.06E-02,1.65E-02,0.698457071,14.71
2.75E-02,2.20E-02,0.731808081,14.71
3.07E-02,2.46E-02,0.840683081,14.71
4.77E-02,3.82E-02,0.957123737,14.71
2.76E-02,2.21E-02,0.966040404,14.71
2.20E-02,1.76E-02,0.947190657,14.71
2.52E-02,2.02E-02,0.941200758,14.71
2.16E-02,1.73E-02,0.933356061,14.71
2.27E-02,1.82E-02,0.927484568,14.71
3.00E-02,2.40E-02,0.91632716,14.71
2.18E-02,1.74E-02,0.93729321,14.71
2.06E-02,1.65E-02,0.949679012,14.71
3.04E-02,2.43E-02,0.962166667,14.71
2.51E-02,2.00E-02,1.007175926,14.71
1.32E-02,1.06E-02,0.698700617,14.71
1.41E-02,1.13E-02,0.406799383,14.71
1.74E-02,1.40E-02,0.162737654,14.71
1.70E-02,1.36E-02,0.247395062,14.71
1.76E-02,1.41E-02,0.320243827,14.71
1.87E-02,1.50E-02,0.397737654,14.71
2.08E-02,1.67E-02,0.497262346,14.71
1.94E-02,1.55E-02,0.617898148,14.71
2.27E-02,1.81E-02,0.608824074,14.71
2.08E-02,1.66E-02,0.648268519,14.71
2.20E-02,1.76E-02,0.630308642,14.71
3.59E-02,2.87E-02,0.680354938,14.71
3.82E-02,3.06E-02,0.814503086,14.71
3.11E-02,2.49E-02,0.956432099,14.71
2.82E-02,2.26E-02,0.955296296,14.71
2.31E-02,1.85E-02,0.934530864,14.71
2.59E-02,2.07E-02,0.932475309,14.71
2.40E-02,1.92E-02,0.930864198,14.71
2.46E-02,1.97E-02,0.927484568,14.71
2.54E-02,2.03E-02,0.91632716,14.71
2.50E-02,2.00E-02,0.93729321,14.71
2.17E-02,1.74E-02,0.949679012,14.71
2.43E-02,1.95E-02,0.962166667,14.71
2.16E-02,1.73E-02,1.007175926,14.71
1.08E-02,8.66E-03,0.698700617,14.71
1.11E-02,8.88E-03,0.406799383,14.71
1.75E-02,1.40E-02,0.162737654,14.71
1.60E-02,1.28E-02,0.247395062,14.71
2.98E-02,2.39E-02,0.320243827,14.71
2.17E-02,1.74E-02,0.397737654,14.71
2.94E-02,2.36E-02,0.497262346,14.71
2.50E-02,2.00E-02,0.617898148,14.71
2.73E-02,2.19E-02,0.608824074,14.71
2.30E-02,1.84E-02,0.648268519,14.71
2.35E-02,1.88E-02,0.630308642,14.71
3.88E-02,3.10E-02,0.680354938,14.71
4.08E-02,3.27E-02,0.814503086,14.71
3.20E-02,2.56E-02,0.956432099,14.71
3.22E-02,2.57E-02,0.955296296,14.71
2.29E-02,1.83E-02,0.934530864,14.71
2.10E-02,1.68E-02,0.932475309,14.71
2.02E-02,1.61E-02,0.930864198,14.71
2.10E-02,1.68E-02,0.920247475,14.71
2.10E-02,1.68E-02,0.919039141,14.71
1.81E-02,1.45E-02,0.935762626,14.71
1.82E-02,1.46E-02,0.946286616,14.71
2.40E-02,1.92E-02,0.962098485,14.71
2.45E-02,1.96E-02,0.983621212,14.71
1.76E-02,1.41E-02,0.769861111,14.71
1.72E-02,1.37E-02,0.551049242,14.71
1.83E-02,1.46E-02,0.395131313,14.71
1.92E-02,1.54E-02,0.444290404,14.71
2.09E-02,1.67E-02,0.515128788,14.71
2.26E-02,1.81E-02,0.574597222,14.71
2.29E-02,1.83E-02,0.583382576,14.71
2.45E-02,1.96E-02,0.62794697,14.71
2.17E-02,1.74E-02,0.686609848,14.71
2.69E-02,2.15E-02,0.678208333,14.71
2.62E-02,2.10E-02,0.698457071,14.71
3.73E-02,2.98E-02,0.731808081,14.71
3.47E-02,2.77E-02,0.840683081,14.71
3.17E-02,2.53E-02,0.957123737,14.71
2.08E-02,1.66E-02,0.966040404,14.71
2.24E-02,1.80E-02,0.947190657,14.71
2.16E-02,1.73E-02,0.941200758,14.71
2.04E-02,1.63E-02,0.933356061,14.71
2.06E-02,1.64E-02,0.920247475,14.71
2.07E-02,1.65E-02,0.919039141,14.71
2.07E-02,1.65E-02,0.935762626,14.71
1.86E-02,1.49E-02,0.946286616,14.71
2.50E-02,2.00E-02,0.962098485,14.71
2.50E-02,2.00E-02,0.983621212,14.71
1.58E-02,1.26E-02,0.769861111,14.71
1.81E-02,1.45E-02,0.551049242,14.71
2.00E-02,1.60E-02,0.395131313,14.71
1.96E-02,1.57E-02,0.444290404,14.71
2.05E-02,1.64E-02,0.515128788,14.71
1.92E-02,1.54E-02,0.574597222,14.71
2.16E-02,1.73E-02,0.583382576,14.71
2.50E-02,2.00E-02,0.62794697,14.71
2.33E-02,1.86E-02,0.686609848,14.71
2.32E-02,1.85E-02,0.678208333,14.71
2.38E-02,1.91E-02,0.698457071,14.71
3.50E-02,2.80E-02,0.731808081,14.71
3.21E-02,2.57E-02,0.840683081,14.71
3.25E-02,2.60E-02,0.957123737,14.71
2.56E-02,2.05E-02,0.966040404,14.71
2.68E-02,2.14E-02,0.947190657,14.71
2.35E-02,1.88E-02,0.941200758,14.71
2.28E-02,1.83E-02,0.933356061,14.71
2.29E-02,1.83E-02,0.920247475,14.71
1.96E-02,1.57E-02,0.919039141,14.71
2.00E-02,1.60E-02,0.935762626,14.71
1.98E-02,1.59E-02,0.946286616,14.71
2.48E-02,1.98E-02,0.962098485,14.71
2.58E-02,2.07E-02,0.983621212,14.71
1.82E-02,1.45E-02,0.769861111,14.71
1.63E-02,1.30E-02,0.551049242,14.71
1.85E-02,1.48E-02,0.395131313,14.71
2.01E-02,1.61E-02,0.444290404,14.71
1.99E-02,1.59E-02,0.515128788,14.71
2.26E-02,1.81E-02,0.574597222,14.71
2.33E-02,1.87E-02,0.583382576,14.71
2.64E-02,2.11E-02,0.62794697,14.71
2.54E-02,2.04E-02,0.686609848,14.71
3.18E-02,2.54E-02,0.678208333,14.71
2.76E-02,2.21E-02,0.698457071,14.71
7.27E-02,5.82E-02,0.731808081,14.71
3.94E-02,3.15E-02,0.840683081,14.71
3.45E-02,2.76E-02,0.957123737,14.71
4.61E-02,3.69E-02,0.966040404,14.71
2.67E-02,2.13E-02,0.947190657,14.71
2.67E-02,2.13E-02,0.941200758,14.71
2.27E-02,1.81E-02,0.933356061,14.71
2.45E-02,1.96E-02,0.920247475,14.71
2.25E-02,1.80E-02,0.919039141,14.71
2.14E-02,1.72E-02,0.935762626,14.71
2.14E-02,1.71E-02,0.946286616,14.71
2.39E-02,1.91E-02,0.962098485,14.71
2.59E-02,2.07E-02,0.983621212,14.71
1.58E-02,1.26E-02,0.769861111,14.71
1.55E-02,1.24E-02,0.551049242,14.71
1.83E-02,1.46E-02,0.395131313,14.71
1.85E-02,1.48E-02,0.444290404,14.71
1.98E-02,1.58E-02,0.515128788,14.71
2.07E-02,1.66E-02,0.574597222,14.71
2.30E-02,1.84E-02,0.583382576,14.71
2.70E-02,2.16E-02,0.62794697,14.71
2.91E-02,2.33E-02,0.686609848,14.71
3.18E-02,2.54E-02,0.678208333,14.71
1.22E-01,9.72E-02,0.698457071,14.71
5.43E-01,4.34E-01,0.731808081,14.71
3.36E-01,2.69E-01,0.840683081,14.71
3.30E-02,2.64E-02,0.957123737,14.71
3.12E-02,2.50E-02,0.966040404,14.71
3.07E-02,2.45E-02,0.947190657,14.71
2.91E-02,2.33E-02,0.941200758,14.71
2.60E-02,2.08E-02,0.933356061,14.71
2.54E-02,2.03E-02,0.920247475,14.71
2.41E-02,1.92E-02,0.919039141,14.71
2.28E-02,1.82E-02,0.935762626,14.71
2.27E-02,1.82E-02,0.946286616,14.71
2.53E-02,2.02E-02,0.962098485,14.71
2.58E-02,2.06E-02,0.983621212,14.71
1.78E-02,1.42E-02,0.769861111,14.71
1.63E-02,1.31E-02,0.551049242,14.71
1.91E-02,1.53E-02,0.395131313,14.71
1.90E-02,1.52E-02,0.444290404,14.71
1.69E-02,1.35E-02,0.515128788,14.71
2.22E-02,1.78E-02,0.574597222,14.71
2.52E-02,2.01E-02,0.583382576,14.71
2.59E-02,2.07E-02,0.62794697,14.71
2.38E-02,1.90E-02,0.686609848,14.71
2.50E-02,2.00E-02,0.678208333,14.71
2.19E-02,1.75E-02,0.698457071,14.71
3.98E-01,3.19E-01,0.731808081,14.71
2.99E-02,2.39E-02,0.840683081,14.71
3.03E-02,2.42E-02,0.957123737,14.71
2.98E-02,2.39E-02,0.966040404,14.71
2.64E-02,2.11E-02,0.947190657,14.71
2.07E-02,1.66E-02,0.941200758,14.71
2.05E-02,1.64E-02,0.933356061,14.71
1.82E-02,1.46E-02,0.935589506,14.71
1.97E-02,1.57E-02,0.926904321,14.71
2.01E-02,1.60E-02,0.938941358,14.71
1.88E-02,1.50E-02,0.950651235,14.71
2.49E-02,1.99E-02,0.975219136,14.71
1.69E-02,1.35E-02,1.00070679,14.71
1.02E-02,8.17E-03,0.927145062,14.71
1.03E-02,8.25E-03,0.665114198,14.71
1.21E-02,9.65E-03,0.368209877,14.71
1.61E-02,1.29E-02,0.411669753,14.71
1.60E-02,1.28E-02,0.476993827,14.71
1.75E-02,1.40E-02,0.532592593,14.71
1.79E-02,1.43E-02,0.659027778,14.71
1.80E-02,1.44E-02,0.723555556,14.71
2.35E-02,1.88E-02,0.743984568,14.71
2.01E-02,1.61E-02,0.844540123,14.71
2.55E-02,2.04E-02,0.856450617,14.71
3.26E-02,2.61E-02,0.865966049,14.71
3.44E-02,2.75E-02,0.948719136,14.71
3.25E-02,2.60E-02,0.957212963,14.71
2.52E-02,2.02E-02,0.954932099,14.71
2.09E-02,1.67E-02,0.951074074,14.71
2.00E-02,1.60E-02,0.950987654,14.71
2.05E-02,1.64E-02,0.945589506,14.71
2.28E-02,1.83E-02,0.935589506,14.71
1.86E-02,1.49E-02,0.926904321,14.71
1.87E-02,1.50E-02,0.938941358,14.71
2.18E-02,1.74E-02,0.950651235,14.71
2.33E-02,1.87E-02,0.975219136,14.71
1.40E-02,1.12E-02,1.00070679,14.71
1.16E-02,9.26E-03,0.927145062,14.71
8.30E-03,6.64E-03,0.665114198,14.71
1.26E-02,1.01E-02,0.368209877,14.71
1.49E-02,1.20E-02,0.411669753,14.71
1.61E-02,1.29E-02,0.476993827,14.71
1.72E-02,1.38E-02,0.532592593,14.71
2.06E-02,1.65E-02,0.659027778,14.71
2.24E-02,1.79E-02,0.723555556,14.71
2.14E-02,1.71E-02,0.743984568,14.71
1.47E-02,1.18E-02,0.844540123,14.71
2.16E-02,1.73E-02,0.856450617,14.71
2.51E-02,2.01E-02,0.865966049,14.71
2.85E-02,2.28E-02,0.948719136,14.71
2.87E-02,2.30E-02,0.957212963,14.71
2.67E-02,2.13E-02,0.954932099,14.71
2.51E-02,2.01E-02,0.951074074,14.71
2.09E-02,1.67E-02,0.950987654,14.71
2.50E-02,2.00E-02,0.945589506,14.71
2.06E-02,1.65E-02,0.939895202,14.71
2.05E-02,1.64E-02,0.932117424,14.71
1.85E-02,1.48E-02,0.941722222,14.71
1.69E-02,1.35E-02,0.953362374,14.71
